Número del comprobante,Fecha,Descripción,Código de cuenta,Débito,Crédito,Detalle de la línea
CI-202607-0027,2026-07-10,Comisión 9% julio — Calle 155 # 72-12 Casa 3,415510,,328500,Comisión de administración
CI-202607-0027,2026-07-10,Comisión 9% julio — Calle 155 # 72-12 Casa 3,240805,,62415,IVA 19 % sobre la comisión
CI-202607-0033,2026-07-10,Comisión 10% julio — Diagonal 6 # 64-85 Of. 1205,28150505,249900,,Descuento de comisión e IVA
CI-202607-0033,2026-07-10,Comisión 10% julio — Diagonal 6 # 64-85 Of. 1205,415510,,210000,Comisión de administración
CI-202607-0033,2026-07-10,Comisión 10% julio — Diagonal 6 # 64-85 Of. 1205,240805,,39900,IVA 19 % sobre la comisión
CI-202607-0037,2026-07-10,Comisión 9% julio — Calle 166 Sur # 77-28 Apto 202,28150505,562275,,Descuento de comisión e IVA
CI-202607-0037,2026-07-10,Comisión 9% julio — Calle 166 Sur # 77-28 Apto 202,415510,,472500,Comisión de administración
CI-202607-0037,2026-07-10,Comisión 9% julio — Calle 166 Sur # 77-28 Apto 202,240805,,89775,IVA 19 % sobre la comisión
CI-202607-0059,2026-07-10,Comisión 9% julio — Carrera 21 # 3-38 Local 18,28150505,722925,,Descuento de comisión e IVA
CI-202607-0059,2026-07-10,Comisión 9% julio — Carrera 21 # 3-38 Local 18,415510,,607500,Comisión de administración
CI-202607-0059,2026-07-10,Comisión 9% julio — Carrera 21 # 3-38 Local 18,240805,,115425,IVA 19 % sobre la comisión
CI-202607-0074,2026-07-10,Comisión 10% julio — Calle 51 # 75-6,28150505,559300,,Descuento de comisión e IVA
CI-202607-0074,2026-07-10,Comisión 10% julio — Calle 51 # 75-6,415510,,470000,Comisión de administración
CI-202607-0074,2026-07-10,Comisión 10% julio — Calle 51 # 75-6,240805,,89300,IVA 19 % sobre la comisión
CI-202607-0075,2026-07-10,Comisión 10% julio — Transversal 45 # 41-2 Apto 1503,28150505,309400,,Descuento de comisión e IVA
CI-202607-0075,2026-07-10,Comisión 10% julio — Transversal 45 # 41-2 Apto 1503,415510,,260000,Comisión de administración
CI-202607-0075,2026-07-10,Comisión 10% julio — Transversal 45 # 41-2 Apto 1503,240805,,49400,IVA 19 % sobre la comisión
CE-202607-0093,2026-07-10,Telefonía e internet julio,513535,219900,,
CE-202607-0093,2026-07-10,Telefonía e internet julio,111005,,219900,
CA-202607-0005,2026-07-10,Pago administración julio — Carrera 6 # 81-14 Apto 901,28150510,420000,,Cuota de administración
CA-202607-0005,2026-07-10,Pago administración julio — Carrera 6 # 81-14 Apto 901,111005,,420000,Transferencia a la copropiedad
CA-202607-0035,2026-07-10,Pago administración julio — Calle 48 # 53-65 Apto 1104,28150510,270000,,Cuota de administración
CA-202607-0035,2026-07-10,Pago administración julio — Calle 48 # 53-65 Apto 1104,111005,,270000,Transferencia a la copropiedad
CA-202607-0036,2026-07-10,Pago administración julio — Carrera 56 # 50-62 Apto 906,28150510,170000,,Cuota de administración
CA-202607-0036,2026-07-10,Pago administración julio — Carrera 56 # 50-62 Apto 906,111005,,170000,Transferencia a la copropiedad
CA-202607-0037,2026-07-10,Pago administración julio — Carrera 75 # 86-74 Of. 1104,28150510,680000,,Cuota de administración
CA-202607-0037,2026-07-10,Pago administración julio — Carrera 75 # 86-74 Of. 1104,111005,,680000,Transferencia a la copropiedad
CA-202607-0042,2026-07-10,Pago administración julio — Carrera 67 # 27-60 Bodega 5,28150510,300000,,Cuota de administración
CA-202607-0042,2026-07-10,Pago administración julio — Carrera 67 # 27-60 Bodega 5,111005,,300000,Transferencia a la copropiedad
CA-202607-0043,2026-07-10,Pago administración julio — Carrera 28 # 5-19 Apto 1003,28150510,580000,,Cuota de administración
CA-202607-0043,2026-07-10,Pago administración julio — Carrera 28 # 5-19 Apto 1003,111005,,580000,Transferencia a la copropiedad
CA-202607-0050,2026-07-10,Pago administración julio — Diagonal 64B # 16-66 Apto 604,28150510,260000,,Cuota de administración
CA-202607-0050,2026-07-10,Pago administración julio — Diagonal 64B # 16-66 Apto 604,111005,,260000,Transferencia a la copropiedad
CA-202607-0063,2026-07-10,Pago administración junio (atrasado) — Calle 14 # 55-49 Local 13,28150510,310000,,Cuota de administración
CA-202607-0063,2026-07-10,Pago administración junio (atrasado) — Calle 14 # 55-49 Local 13,111005,,310000,Transferencia a la copropiedad
CA-202607-0071,2026-07-10,Pago administración julio — Carrera 52 # 95-89 Apto 104,28150510,300000,,Cuota de administración
CA-202607-0071,2026-07-10,Pago administración julio — Carrera 52 # 95-89 Apto 104,111005,,300000,Transferencia a la copropiedad
RC-202607-0026,2026-07-11,Recaudo canon junio (atrasado) — Calle 155 # 72-12 Casa 3,111005,3650000,,Pago de Nicolás Valencia
RC-202607-0026,2026-07-11,Recaudo canon junio (atrasado) — Calle 155 # 72-12 Casa 3,28150505,,3650000,Canon
RC-202607-0078,2026-07-11,Recaudo canon junio (atrasado) — Carrera 81C # 93-26 Apto 202,111005,2330000,,Pago de Manuela Bedoya
RC-202607-0078,2026-07-11,Recaudo canon junio (atrasado) — Carrera 81C # 93-26 Apto 202,28150505,,2100000,Canon
RC-202607-0078,2026-07-11,Recaudo canon junio (atrasado) — Carrera 81C # 93-26 Apto 202,28150510,,230000,Cuota de administración
CI-202607-0026,2026-07-11,Comisión 9% junio (atrasado) — Calle 155 # 72-12 Casa 3,28150505,390915,,Descuento de comisión e IVA
CI-202607-0026,2026-07-11,Comisión 9% junio (atrasado) — Calle 155 # 72-12 Casa 3,415510,,328500,Comisión de administración
CI-202607-0026,2026-07-11,Comisión 9% junio (atrasado) — Calle 155 # 72-12 Casa 3,240805,,62415,IVA 19 % sobre la comisión
CI-202607-0078,2026-07-11,Comisión 10% junio (atrasado) — Carrera 81C # 93-26 Apto 202,28150505,249900,,Descuento de comisión e IVA
CI-202607-0078,2026-07-11,Comisión 10% junio (atrasado) — Carrera 81C # 93-26 Apto 202,415510,,210000,Comisión de administración
CI-202607-0078,2026-07-11,Comisión 10% junio (atrasado) — Carrera 81C # 93-26 Apto 202,240805,,39900,IVA 19 % sobre la comisión
CE-202607-0005,2026-07-11,Giro a propietario junio (atrasado) — Carrera 6 # 81-14 Apto 901,28150505,3347760,,Giro a Fabián Agudelo
CE-202607-0005,2026-07-11,Giro a propietario junio (atrasado) — Carrera 6 # 81-14 Apto 901,511580,13391,,GMF 4×1000
CE-202607-0005,2026-07-11,Giro a propietario junio (atrasado) — Carrera 6 # 81-14 Apto 901,111005,,3361151,BANCO_CAJA_SOCIAL 19842360000
CE-202607-0043,2026-07-11,Giro a propietario julio — Calle 53 # 60-72 Apto 1103,28150505,1764360,,Giro a Édgar Cardona
CE-202607-0043,2026-07-11,Giro a propietario julio — Calle 53 # 60-72 Apto 1103,511580,7057,,GMF 4×1000
CE-202607-0043,2026-07-11,Giro a propietario julio — Calle 53 # 60-72 Apto 1103,111005,,1771417,BANCO_POPULAR 170824366
CE-202607-0014,2026-07-12,Giro a propietario julio — Avenida 10 # 59-90 Local 7,28150505,7884950,,Giro a Luis Alberto
CE-202607-0014,2026-07-12,Giro a propietario julio — Avenida 10 # 59-90 Local 7,511580,31540,,GMF 4×1000
CE-202607-0014,2026-07-12,Giro a propietario julio — Avenida 10 # 59-90 Local 7,111005,,7916490,BANCO_CAJA_SOCIAL 23148712718
CE-202607-0016,2026-07-12,Giro a propietario julio — Calle 59 # 91-2 Apto 1404,28150505,1321500,,Giro a Marta Cecilia
CE-202607-0016,2026-07-12,Giro a propietario julio — Calle 59 # 91-2 Apto 1404,511580,5286,,GMF 4×1000
CE-202607-0016,2026-07-12,Giro a propietario julio — Calle 59 # 91-2 Apto 1404,111005,,1326786,BANCOLOMBIA 40777195918
CE-202607-0025,2026-07-12,Giro a propietario julio — Circular 169 # 86-61 Apto 201,28150505,1428640,,Giro a Camilo Arango
CE-202607-0025,2026-07-12,Giro a propietario julio — Circular 169 # 86-61 Apto 201,511580,5715,,GMF 4×1000
CE-202607-0025,2026-07-12,Giro a propietario julio — Circular 169 # 86-61 Apto 201,111005,,1434355,NEQUI 3500194047
CE-202607-0027,2026-07-12,Giro a propietario julio — Calle 155 # 72-12 Casa 3,28150505,3259085,,Giro a Yesica López
CE-202607-0027,2026-07-12,Giro a propietario julio — Calle 155 # 72-12 Casa 3,511580,13036,,GMF 4×1000
CE-202607-0027,2026-07-12,Giro a propietario julio — Calle 155 # 72-12 Casa 3,111005,,3272121,BBVA 069500323493
CE-202607-0033,2026-07-12,Giro a propietario julio — Diagonal 6 # 64-85 Of. 1205,28150505,1850100,,Giro a Jaime Ramírez
CE-202607-0033,2026-07-12,Giro a propietario julio — Diagonal 6 # 64-85 Of. 1205,511580,7400,,GMF 4×1000
CE-202607-0033,2026-07-12,Giro a propietario julio — Diagonal 6 # 64-85 Of. 1205,111005,,1857500,DAVIPLATA 3120849801
CE-202607-0037,2026-07-12,Giro a propietario julio — Calle 166 Sur # 77-28 Apto 202,28150505,4687725,,Giro a Marcela Arango
CE-202607-0037,2026-07-12,Giro a propietario julio — Calle 166 Sur # 77-28 Apto 202,511580,18751,,GMF 4×1000
CE-202607-0037,2026-07-12,Giro a propietario julio — Calle 166 Sur # 77-28 Apto 202,111005,,4706476,BANCOLOMBIA 65157785862
CE-202607-0059,2026-07-12,Giro a propietario julio — Carrera 21 # 3-38 Local 18,28150505,6027075,,Giro a Inversiones Los
CE-202607-0059,2026-07-12,Giro a propietario julio — Carrera 21 # 3-38 Local 18,511580,24108,,GMF 4×1000
CE-202607-0059,2026-07-12,Giro a propietario julio — Carrera 21 # 3-38 Local 18,111005,,6051183,BBVA 253612949430
CE-202607-0074,2026-07-12,Giro a propietario julio — Calle 51 # 75-6,28150505,4140700,,Giro a Yolanda Cardona
CE-202607-0074,2026-07-12,Giro a propietario julio — Calle 51 # 75-6,511580,16563,,GMF 4×1000
CE-202607-0074,2026-07-12,Giro a propietario julio — Calle 51 # 75-6,111005,,4157263,BANCOLOMBIA 65188059711
CE-202607-0075,2026-07-12,Giro a propietario julio — Transversal 45 # 41-2 Apto 1503,28150505,2290600,,Giro a Patrimonio Familiar
CE-202607-0075,2026-07-12,Giro a propietario julio — Transversal 45 # 41-2 Apto 1503,511580,9162,,GMF 4×1000
CE-202607-0075,2026-07-12,Giro a propietario julio — Transversal 45 # 41-2 Apto 1503,111005,,2299762,NEQUI 6022082115
CE-202607-0092,2026-07-12,Energía eléctrica (EPM/Enel) julio,513530,288000,,
CE-202607-0092,2026-07-12,Energía eléctrica (EPM/Enel) julio,111005,,288000,
CA-202607-0004,2026-07-12,Pago administración junio (atrasado) — Carrera 6 # 81-14 Apto 901,28150510,420000,,Cuota de administración
CA-202607-0004,2026-07-12,Pago administración junio (atrasado) — Carrera 6 # 81-14 Apto 901,111005,,420000,Transferencia a la copropiedad
CA-202607-0034,2026-07-12,Pago administración julio — Calle 53 # 60-72 Apto 1103,28150510,480000,,Cuota de administración
CA-202607-0034,2026-07-12,Pago administración julio — Calle 53 # 60-72 Apto 1103,111005,,480000,Transferencia a la copropiedad
RC-202607-0036,2026-07-13,Recaudo canon junio (atrasado) — Calle 166 Sur # 77-28 Apto 202,111005,5430000,,Pago de Felipe Hoyos
RC-202607-0036,2026-07-13,Recaudo canon junio (atrasado) — Calle 166 Sur # 77-28 Apto 202,28150505,,5250000,Canon
RC-202607-0036,2026-07-13,Recaudo canon junio (atrasado) — Calle 166 Sur # 77-28 Apto 202,28150510,,180000,Cuota de administración
CI-202607-0036,2026-07-13,Comisión 9% junio (atrasado) — Calle 166 Sur # 77-28 Apto 202,28150505,562275,,Descuento de comisión e IVA
CI-202607-0036,2026-07-13,Comisión 9% junio (atrasado) — Calle 166 Sur # 77-28 Apto 202,415510,,472500,Comisión de administración
CI-202607-0036,2026-07-13,Comisión 9% junio (atrasado) — Calle 166 Sur # 77-28 Apto 202,240805,,89775,IVA 19 % sobre la comisión
CE-202607-0026,2026-07-13,Giro a propietario junio (atrasado) — Calle 155 # 72-12 Casa 3,28150505,3259085,,Giro a Yesica López
CE-202607-0026,2026-07-13,Giro a propietario junio (atrasado) — Calle 155 # 72-12 Casa 3,511580,13036,,GMF 4×1000
CE-202607-0026,2026-07-13,Giro a propietario junio (atrasado) — Calle 155 # 72-12 Casa 3,111005,,3272121,BBVA 069500323493
CE-202607-0078,2026-07-13,Giro a propietario junio (atrasado) — Carrera 81C # 93-26 Apto 202,28150505,1850100,,Giro a Nataly Rojas
CE-202607-0078,2026-07-13,Giro a propietario junio (atrasado) — Carrera 81C # 93-26 Apto 202,511580,7400,,GMF 4×1000
CE-202607-0078,2026-07-13,Giro a propietario junio (atrasado) — Carrera 81C # 93-26 Apto 202,111005,,1857500,BANCO_BOGOTA 041562547
CA-202607-0011,2026-07-13,Pago administración julio — Avenida 10 # 59-90 Local 7,28150510,340000,,Cuota de administración
CA-202607-0011,2026-07-13,Pago administración julio — Avenida 10 # 59-90 Local 7,111005,,340000,Transferencia a la copropiedad
CA-202607-0013,2026-07-13,Pago administración julio — Calle 59 # 91-2 Apto 1404,28150510,260000,,Cuota de administración
CA-202607-0013,2026-07-13,Pago administración julio — Calle 59 # 91-2 Apto 1404,111005,,260000,Transferencia a la copropiedad
CA-202607-0022,2026-07-13,Pago administración julio — Circular 169 # 86-61 Apto 201,28150510,520000,,Cuota de administración
CA-202607-0022,2026-07-13,Pago administración julio — Circular 169 # 86-61 Apto 201,111005,,520000,Transferencia a la copropiedad
CA-202607-0026,2026-07-13,Pago administración julio — Diagonal 6 # 64-85 Of. 1205,28150510,500000,,Cuota de administración
CA-202607-0026,2026-07-13,Pago administración julio — Diagonal 6 # 64-85 Of. 1205,111005,,500000,Transferencia a la copropiedad
CA-202607-0030,2026-07-13,Pago administración julio — Calle 166 Sur # 77-28 Apto 202,28150510,180000,,Cuota de administración
CA-202607-0030,2026-07-13,Pago administración julio — Calle 166 Sur # 77-28 Apto 202,111005,,180000,Transferencia a la copropiedad
CA-202607-0048,2026-07-13,Pago administración julio — Carrera 21 # 3-38 Local 18,28150510,10000,,Cuota de administración
CA-202607-0048,2026-07-13,Pago administración julio — Carrera 21 # 3-38 Local 18,111005,,10000,Transferencia a la copropiedad
CA-202607-0062,2026-07-13,Pago administración julio — Transversal 45 # 41-2 Apto 1503,28150510,270000,,Cuota de administración
CA-202607-0062,2026-07-13,Pago administración julio — Transversal 45 # 41-2 Apto 1503,111005,,270000,Transferencia a la copropiedad
CA-202607-0065,2026-07-14,Pago administración junio (atrasado) — Carrera 81C # 93-26 Apto 202,28150510,230000,,Cuota de administración
CA-202607-0065,2026-07-14,Pago administración junio (atrasado) — Carrera 81C # 93-26 Apto 202,111005,,230000,Transferencia a la copropiedad
RC-202607-0003,2026-07-15,Recaudo canon julio — Carrera 44 # 94-6 Apto 1703,111005,4670000,,Pago de Alejandro Vargas
RC-202607-0003,2026-07-15,Recaudo canon julio — Carrera 44 # 94-6 Apto 1703,28150505,,4050000,Canon
RC-202607-0003,2026-07-15,Recaudo canon julio — Carrera 44 # 94-6 Apto 1703,28150510,,620000,Cuota de administración
RC-202607-0015,2026-07-15,Recaudo canon julio — Carrera 55 # 24-3 Apto 202,111005,4010000,,Pago de Ana María
RC-202607-0015,2026-07-15,Recaudo canon julio — Carrera 55 # 24-3 Apto 202,28150505,,3550000,Canon
RC-202607-0015,2026-07-15,Recaudo canon julio — Carrera 55 # 24-3 Apto 202,28150510,,460000,Cuota de administración
RC-202607-0029,2026-07-15,Recaudo canon julio — Calle 63 # 66-38 Of. 503,111005,4550000,,Pago de Héctor Fabio
RC-202607-0029,2026-07-15,Recaudo canon julio — Calle 63 # 66-38 Of. 503,28150505,,4050000,Canon
RC-202607-0029,2026-07-15,Recaudo canon julio — Calle 63 # 66-38 Of. 503,28150510,,500000,Cuota de administración
RC-202607-0038,2026-07-15,Recaudo canon julio — Calle 157 # 26-24 Apto 1101,111005,3130000,,Pago de Mauricio Toro
RC-202607-0038,2026-07-15,Recaudo canon julio — Calle 157 # 26-24 Apto 1101,28150505,,2800000,Canon
RC-202607-0038,2026-07-15,Recaudo canon julio — Calle 157 # 26-24 Apto 1101,28150510,,330000,Cuota de administración
RC-202607-0086,2026-07-15,Recaudo canon julio — Circular 84 # 82-74 Of. 504,111005,4850000,,Pago de Beatriz Elena
RC-202607-0086,2026-07-15,Recaudo canon julio — Circular 84 # 82-74 Of. 504,28150505,,4650000,Canon
RC-202607-0086,2026-07-15,Recaudo canon julio — Circular 84 # 82-74 Of. 504,28150510,,200000,Cuota de administración
RC-202607-0089,2026-07-15,Recaudo canon julio — Carrera 55 # 72-14 Apto 1101,111005,3150000,,Pago de Luisa Fernanda
RC-202607-0089,2026-07-15,Recaudo canon julio — Carrera 55 # 72-14 Apto 1101,28150505,,2700000,Canon
RC-202607-0089,2026-07-15,Recaudo canon julio — Carrera 55 # 72-14 Apto 1101,28150510,,450000,Cuota de administración
CI-202607-0003,2026-07-15,Comisión 10% julio — Carrera 44 # 94-6 Apto 1703,28150505,481950,,Descuento de comisión e IVA
CI-202607-0003,2026-07-15,Comisión 10% julio — Carrera 44 # 94-6 Apto 1703,415510,,405000,Comisión de administración
CI-202607-0003,2026-07-15,Comisión 10% julio — Carrera 44 # 94-6 Apto 1703,240805,,76950,IVA 19 % sobre la comisión
CI-202607-0015,2026-07-15,Comisión 10% julio — Carrera 55 # 24-3 Apto 202,28150505,422450,,Descuento de comisión e IVA
CI-202607-0015,2026-07-15,Comisión 10% julio — Carrera 55 # 24-3 Apto 202,415510,,355000,Comisión de administración
CI-202607-0015,2026-07-15,Comisión 10% julio — Carrera 55 # 24-3 Apto 202,240805,,67450,IVA 19 % sobre la comisión
CI-202607-0029,2026-07-15,Comisión 9% julio — Calle 63 # 66-38 Of. 503,28150505,433755,,Descuento de comisión e IVA
CI-202607-0029,2026-07-15,Comisión 9% julio — Calle 63 # 66-38 Of. 503,415510,,364500,Comisión de administración
CI-202607-0029,2026-07-15,Comisión 9% julio — Calle 63 # 66-38 Of. 503,240805,,69255,IVA 19 % sobre la comisión
CI-202607-0038,2026-07-15,Comisión 10% julio — Calle 157 # 26-24 Apto 1101,28150505,333200,,Descuento de comisión e IVA
CI-202607-0038,2026-07-15,Comisión 10% julio — Calle 157 # 26-24 Apto 1101,415510,,280000,Comisión de administración
CI-202607-0038,2026-07-15,Comisión 10% julio — Calle 157 # 26-24 Apto 1101,240805,,53200,IVA 19 % sobre la comisión
CI-202607-0086,2026-07-15,Comisión 8% julio — Circular 84 # 82-74 Of. 504,28150505,442680,,Descuento de comisión e IVA
CI-202607-0086,2026-07-15,Comisión 8% julio — Circular 84 # 82-74 Of. 504,415510,,372000,Comisión de administración
CI-202607-0086,2026-07-15,Comisión 8% julio — Circular 84 # 82-74 Of. 504,240805,,70680,IVA 19 % sobre la comisión
CI-202607-0089,2026-07-15,Comisión 9% julio — Carrera 55 # 72-14 Apto 1101,28150505,289170,,Descuento de comisión e IVA
CI-202607-0089,2026-07-15,Comisión 9% julio — Carrera 55 # 72-14 Apto 1101,415510,,243000,Comisión de administración
CI-202607-0089,2026-07-15,Comisión 9% julio — Carrera 55 # 72-14 Apto 1101,240805,,46170,IVA 19 % sobre la comisión
